distance,angle,shot_first_time,shot_open_goal,under_pressure,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Right Foot,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_technique_Normal,shot_technique_Volley,shot_technique_Half Volley,shot_technique_Lob,gk_distance,defenders_in_path,is_goal
23.228000344411917,12.169155883867504,0,0,0,False,False,True,False,False,True,True,False,False,False,4.104875150354755,4,0
17.27223205031707,21.965942377668277,1,0,0,False,False,True,False,False,True,True,False,False,False,5.096076922496368,1,0
12.952991932368365,19.091916497280497,1,0,0,False,True,False,False,False,True,True,False,False,False,5.044799302251776,0,0
3.9319206502675055,85.86395268297649,1,0,0,False,True,False,False,False,True,False,False,True,False,5.920304046246272,1,0
30.15824928605771,12.615859947915204,0,0,0,False,True,False,False,True,False,True,False,False,False,0.9486832980505184,7,0
25.77013775671368,13.71823071502078,1,0,0,False,False,True,False,False,True,True,False,False,False,3.1890437438204,4,0
18.69679116854013,21.29394558222072,0,0,0,False,False,True,False,False,True,True,False,False,False,2.912043955712204,3,0
6.824221567329121,51.01711295848782,1,0,1,False,True,False,False,False,True,False,False,True,False,1.526433752247371,1,0
12.379418403139947,25.22331157861218,1,0,0,False,True,False,False,False,True,True,False,False,False,3.940812099047607,5,0
20.289159667172022,11.024838429750814,1,0,0,False,True,False,False,False,True,True,False,False,False,4.396589587396124,0,0
13.787675656179324,25.0844722707826,1,0,0,False,False,True,False,False,True,False,False,True,False,3.383784863137727,2,0
34.01249770305028,11.54183412243815,0,0,0,False,True,False,False,False,True,True,False,False,False,1.6492422502470585,4,0
29.008274681545608,10.614185923758551,0,0,0,False,False,True,False,False,True,True,False,False,False,3.5227829907617063,4,0
16.69730517179344,14.5343441986516,0,0,1,False,False,True,False,False,True,True,False,False,False,4.103656905736636,0,0
6.824954212300623,55.91673273777786,0,0,1,True,False,False,False,False,True,True,False,False,False,1.421267040355194,2,0
20.0322240402807,15.60465027746842,0,0,0,False,False,True,False,False,True,True,False,False,False,4.494441010848847,3,0
5.457105459856898,67.10460203037927,0,0,0,True,False,False,False,False,True,True,False,False,False,0.82462112512353,4,0
8.115417426109387,48.49605975033781,1,0,1,False,False,True,False,False,True,True,False,False,False,2.109502310972893,1,1
6.262587324740473,47.86763986956025,0,0,0,True,False,False,False,False,True,True,False,False,False,5.263078946776306,2,0
7.9404030124421245,6.726118338538235,0,0,0,False,False,True,False,False,True,True,False,False,False,5.135172830587107,0,0
13.21892582625381,29.55799960322855,0,0,1,True,False,False,False,False,True,True,False,False,False,1.8601075237738285,1,0
12.628935030318273,32.05921727135547,1,0,0,False,False,True,False,False,True,True,False,False,False,2.4351591323771804,1,0
23.95266164750798,17.27121855709058,0,0,0,False,True,False,False,False,True,True,False,False,False,1.860107523773824,2,0
13.328165665236908,28.138439591320285,0,0,0,False,True,False,False,False,True,True,False,False,False,2.7730849247724105,1,0
24.084227203711567,16.818989895975996,1,0,0,False,False,True,False,False,True,False,True,False,False,0.9999999999999986,7,0
22.162355470481927,18.548186159261835,1,0,0,False,False,True,False,False,True,True,False,False,False,5.044799302251782,1,0
12.325988804148734,33.0205645652297,0,0,0,False,False,True,False,False,True,True,False,False,False,10.711675872616762,0,0
5.232590180780456,62.691138512860846,0,0,1,True,False,False,False,False,True,True,False,False,False,0.8544003745317494,2,0
16.401219466856723,24.34582321793929,1,0,0,False,True,False,False,False,True,True,False,False,False,2.4207436873820454,3,0
21.453671014537345,18.224348888425308,0,0,0,False,False,True,False,False,True,True,False,False,False,3.2893768406797004,3,0
17.944637081869335,13.343360097748256,1,0,0,False,True,False,False,False,True,True,False,False,False,4.494441010848847,4,0
31.48142309362777,13.148340499024355,1,0,0,False,True,False,False,False,True,False,False,True,False,2.517935662402834,5,0
